tax_rate_id,checkout_session_id,amount,_fivetran_synced
txr_1JPNhAFCPJnn9IgIzsdJckGp,cs_live_b1SJC10qYeqmWPx1j3ssc19h5aDCp6QjQZ6kHDpIEh290vaeY0pJ5dZzIs,1595,2024-08-14 01:03:12.353000+00:00
txr_1OIMeuFCPJnn9IgIDQpRkwNO,cs_live_b15CbZedGeoeh9qSEZw7RmxWrLgl4030PPhhpaXt5C4MlNSVG9rrIBuDlL,1805,2024-08-14 00:42:41.693000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1PTq66uUso04aJJnfJMqC7JVyV5N3Vc80pI2xMqHQHwTfDD1bI2dBsw56,2904,2024-08-14 01:11:20.142000+00:00
txr_1NP7B1FCPJnn9IgI4G0wO16X,cs_live_b1Dm7f0jcyRTg2YLwnfNZCU9ilA9sHIP5AWMdvB1D7JBdz7056qxhDWA3Q,3107,2024-08-14 00:47:05.331000+00:00
txr_1N7BtjFCPJnn9IgI50eOFhBQ,cs_live_a1mT9ys0oKCEdEtCuh91MCfJ7yYuqyd0Mo03HW0xDbXewItRsbMI5qc8JZ,3423,2024-08-14 00:53:42.113000+00:00
txr_1N5w6tFCPJnn9IgIKqEGfWqo,cs_live_b1lNtzRhfIIvWaYbkFsE9fojurs9FLtSqbJND5GDxIllYw7ygiU3QR2By7,0,2024-08-14 00:52:06.508000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_a1uU8oSd94Ju14AVJGFDMBQXvQMqJda0iWOFgpqdvXMW1dH5udWwJdU6q5,3787,2024-08-14 00:53:01.682000+00:00
txr_1JUwnMFCPJnn9IgID76QeiTc,cs_live_b1AiY41WKEWBUBRMQT6Z7cheEahUi7cdLVuTs6LF7xtgW0NZewOfUYIC3d,3080,2024-08-14 01:00:20.129000+00:00
txr_1N6Mz1FCPJnn9IgIH3lqvwQb,cs_live_b1SoC6PbdJq4Sp0Wvo70r4tfVpEt6JPom0dtNngxeLEF4x4xkfwAFEzmxC,3968,2024-08-14 00:52:48.696000+00:00
txr_1JPNz2FCPJnn9IgIU0YiP6Ll,cs_live_b1FObV1RmlUnCxNFETxRHSK7s5Cae9c84M15rEZZViJ6Mb3WQzGTVnPUEY,1200,2024-08-14 01:16:27.708000+00:00
txr_1JaaTrFCPJnn9IgIE0IytWT4,cs_live_b1nzvJad3xGOj3qop7f23qh2KkP1T3i3xaOCqkntuk2UahJDGfg3lL2Sdb,1748,2024-08-14 01:09:53.510000+00:00
txr_1JPNz2FCPJnn9IgIU0YiP6Ll,cs_live_b1RQ5glf8AfQyuFW2rY4WTLXaHCJDqKV9B8EGNYmwiC7AOB8HHvqAP04h8,1492,2024-08-14 01:09:00.449000+00:00
txr_1JPNoZFCPJnn9IgI2DqYXwDo,cs_live_b1bVb4q7yCIVVw4U3ibAEdWkyYkTPbbBIbnS9CafepeRpZCHFmClB7FNYt,1980,2024-08-14 01:16:55.487000+00:00
txr_1JPNYRFCPJnn9IgI47BOJSQU,cs_live_b1yN2umeTN6LEkZLB5rqaSM9LHvDFLQiNB9Qj713yUMqTdgF1veXc4Rivc,1620,2024-08-14 01:03:19.645000+00:00
txr_1KvgcEFCPJnn9IgIiO4CqJPx,cs_live_b1QogYRwa5oh8AJsApgQbnqnJ7v3FtTX2RlwVMcEgTcagrmpttPUtGwOQR,1778,2024-08-14 01:02:06.256000+00:00
txr_1NLah9FCPJnn9IgIXjXQzRd7,cs_live_a1RTvn1gw1lyOhB0Q5X7NAtqrDRbmkaPbVcYvJLnuyNNEJKxisK39vEi5x,3301,2024-08-14 00:54:00.587000+00:00
txr_1JPOvTFCPJnn9IgIZFo3Mgr5,cs_live_a1paYyj9FsbkyepkDp2aiYtH9VHvObnwaxfRv1OGBhDQrtNRPNK6UXioxJ,3222,2024-08-14 00:58:58.137000+00:00
txr_1N5tZZFCPJnn9IgI257hpdtT,cs_live_b1aubgP6URcsPVlAodzjBh52ZwpAHLG2LvsZraWT8ylSarCTX98FQMNA4n,2478,2024-08-14 00:48:07.340000+00:00
txr_1N5snaFCPJnn9IgI7l4MAz8s,cs_live_b1BZ9737VLrOnbwKtbEveWRgzm7nee3GOMOg3aahXzDZOwrOUqWW3ne4ta,2748,2024-08-14 00:52:58.403000+00:00
txr_1N5tUHFCPJnn9IgIQNf1ETib,cs_live_b1C9n1kNwPzJ7NfRzvBdsmCZsJ0wlzxJ9SuxMy7sPeNVIrgErb4RmyB7LS,4776,2024-08-14 00:52:29.819000+00:00
txr_1N7M4vFCPJnn9IgI3z8BiwdT,cs_live_b1BzFVVDTeUmsBJQyY5YrclQTSp5YKhclpzzLoS9SJHrHkNKwKk2jJ74Cw,1518,2024-08-14 00:52:45.556000+00:00
txr_1JPM7SFCPJnn9IgIkQ6oT2ZA,cs_live_b1e3CuYnno2bUB06A2fMb3jmZ3IOmdrVsQc9YJHokFhj0wqCxykNNAYdnS,2872,2024-08-14 01:10:14.497000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1nwhRXy40R7Er0Tm4rzBIqLdUymo4PeTHZIaMlhPQKkrcqvjky3nHI0MH,99,2024-08-14 00:44:09.182000+00:00
txr_1JPNeAFCPJnn9IgIJQaPfxVy,cs_live_b1RjMy3yfgnlJBIoSYRXqemLDVTvfwGFXyTn9GnmBxkBiN7E9xicMCMoQ9,315,2024-08-14 01:13:25.775000+00:00
txr_1N5qlVFCPJnn9IgI8TkWvOcb,cs_live_a1iBOZWYXZUX1pUcwxJZ80uR7Cd2mkYBOzf1cnAsF9hz8ZYhu49JNSrLz4,2154,2024-08-14 00:50:50.727000+00:00
txr_1N87xfFCPJnn9IgIDXRKuboR,cs_live_a1n83FW3imRSoDmfzBZtCXjGHYbhE4CglTzZvfWAcBur3mSm2PHqM410Zl,1813,2024-08-14 00:49:06.807000+00:00
txr_1JPNvBFCPJnn9IgIunLd9ZFz,cs_live_b1ww65I236uiqOKANHPW9OiZ9I72u2auB1oQsgIlN9IutqbTHPkqWpz4j5,6,2024-08-14 01:14:11.246000+00:00
txr_1JUwnkFCPJnn9IgIeIWGQT46,cs_live_b1kujCkrCWtyGhQ6u4kfvOKGERSgj3URhEzrQEioiHwCgiedsRocXSRDcB,1260,2024-08-14 01:02:19.279000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1kwxoYZ3cxqJ6q3aoV8NvvgzQqFgNIEIGndfFg4ROHLOgBjF4ok6jWUSJ,2384,2024-08-14 01:09:19.164000+00:00
txr_1JPNhcFCPJnn9IgIiYGvl5In,cs_live_b11JZdQRPDZ4VNeDudIDB97EPLbLcDtMqTpoVJbavYw67LeLIyuu8ZAI8t,1760,2024-08-14 01:13:39.483000+00:00
txr_1JTC1rFCPJnn9IgIwOAN5vOm,cs_live_b1TDGeZw6JakAq1YCbwmok0gvqd7FlOiQzGrKuuPaYS6yA757CTu9HJG78,2757,2024-08-14 01:16:58.257000+00:00
txr_1N8RfGFCPJnn9IgIFVu0ovBP,cs_live_b12obIEsEWmyFdtC2f1LLtgSNUPPKEtOKE5IBATqPFqxmDza5YbMu5fzAi,0,2024-08-14 00:54:33.807000+00:00
txr_1JPNmFFCPJnn9IgIYoXXpuQa,cs_live_b1x5rWLzJUGY4oxv2Tp01KVGvI6dAg9khbqwJ0kN8jq704ZFinVrTjcHGj,4991,2024-08-14 01:12:08.384000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b1lNvf0eViur5DiABW2LeCbUWTnUyTGHzde659bSQDOQ6YTBeHnCeFzNmH,2147,2024-08-14 01:16:21.415000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b11Zjmlrrdb90GTcVHvuqeLUii29LlGvIXr27wep8xyWY8pRmRlYYsVC0p,5857,2024-08-14 00:47:32.237000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1kgcemqLcZiO3GDxMTZBswP61jc6x09lxE6xHMIZurD63WrLOpGNiu58k,2695,2024-08-14 01:10:11.647000+00:00
txr_1JPO78FCPJnn9IgImBkAq5Mn,cs_live_b1VwuJfdyNzT5pocn6cGQk4YfuCgZcUfefSR4TITz9hj1KWflQ4T4ZcL7W,1453,2024-08-14 01:04:48.127000+00:00
txr_1N5pgfFCPJnn9IgIrGNB4oY9,cs_live_a1tq8nLOfmGzoTSJlX3E2w3lDHrElJqHSzrgVtux2n5ZkXOwAeIrYElFff,3213,2024-08-14 00:53:44.753000+00:00
txr_1JlgF0FCPJnn9IgIpznj8dgV,cs_live_b1ZwpQdH9SvunbiFTWQV9v2dVAhGPbtI0kg8KhnJB6KVLOrX9AdRxua16g,9114,2024-08-14 00:57:36.853000+00:00
txr_1JUwniFCPJnn9IgI39x8LZl6,cs_live_b1ltB364XUbaYYboDeUggm9MOsL7CRuj5KtVVY4Ok3H3Xjb2qgRORckEaq,1701,2024-08-14 01:00:20.130000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1EOFul9Wn5OteAtEoMBAiFZKn8WQJOGWH6PtrGVqwG53eheyaMxZ5odMh,1478,2024-08-14 01:05:09.090000+00:00
txr_1NDUStFCPJnn9IgIvmaoEO4f,cs_live_b1dVZnoLUUYReUco7Hrvu2dLBMaaaTV6Lr0IF37aiLu0pt7ryUhgxSBjh3,2228,2024-08-14 00:50:44.148000+00:00
txr_1N5xt8FCPJnn9IgIKSs3QeBv,cs_live_b1TxKUiocBzrBH9xOypiLcmYE4g7h2dhAcFkKJ7TIvNC93uTQ3w5OQo2de,3032,2024-08-14 00:43:03.092000+00:00
txr_1N5pHXFCPJnn9IgISKR4YF5n,cs_live_b1UUE5wjoTJZvanu8lvLCGPvt8JJACVoid1g9QntZ2haztxDUJIgwetJej,0,2024-08-14 00:45:35.797000+00:00
txr_1N5qlXFCPJnn9IgIa2CTCqta,cs_live_b1SQarCL28NMvYMac2sq9WniOCrRo0cIy5YuqVPZan3lEoIsuhYTINoIsM,2212,2024-08-14 00:52:19.886000+00:00
txr_1NB5PIFCPJnn9IgIA2j07tT3,cs_live_b1vTfMyoNwE4atpkq7sPMTcEQR8pj3MTK2xVAq9LkOX9vI8v0X8nVzanGm,5960,2024-08-14 00:49:57.282000+00:00
txr_1N8RyIFCPJnn9IgIxgUpfEk6,cs_live_a1SIJr6hIRSS4iYFtXZPF5hYR1fJWNuHDFHfbynu5AJXxUoJOd5U1ZnoQE,2513,2024-08-14 00:45:19.020000+00:00
txr_1N7oAoFCPJnn9IgI3yjBy3i9,cs_live_b1zDDWfKpDjbBniYuoT4y7ulgsrtPK3mEJJVYdV7fPXDU9XUXS9EreJzhm,770,2024-08-14 00:46:08.810000+00:00
txr_1N6xCZFCPJnn9IgIdxaTQnQu,cs_live_b1GjbFz0ozSyXw1qaonTiVkKJ7UeisEGCY7dxCkXa8uZsmGGiNj2wNDvAJ,1726,2024-08-14 00:55:04.277000+00:00
txr_1JPOKoFCPJnn9IgIg1IamrnS,cs_live_b1INgKjAEtOjVxJ65oz4ipCsoWEM5YLUmWoLh8anhbHj1cmCl0kTYLxSVT,3290,2024-08-14 01:11:23.582000+00:00
txr_1N5qW7FCPJnn9IgIwo8j6hax,cs_live_b1frQSEqUs6Bqm2ZxyipgwKNM7IDRhygK3YkpVtkptRdDT74XKm1nrd2Wp,90,2024-08-14 00:51:50.125000+00:00
txr_1N5w7XFCPJnn9IgIss9MogTM,cs_live_b11hbBBvaa5L4Mo5yQPuAVpEcAKa77M70TiJEtRjShXlIzCfgl68EwXVbZ,0,2024-08-14 00:54:54.931000+00:00
txr_1JSmTqFCPJnn9IgIVJPjAUOt,cs_live_b1QoxtovjgOtY27A9AOyo3H0AYPs5SUFne6TMbtE5pgnehENjuPGajgXMi,67,2024-08-14 01:10:59.500000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1qS0IdV4vj6pZUoSWQp88ocgSom0XEAG5oc7KqvGNGYY5yyEdcNySLMwh,1642,2024-08-14 00:55:46.841000+00:00
txr_1JPNXVFCPJnn9IgI2MPebUfv,cs_live_b1fN96Sb2vAeNSzvek7ed58jo7lp5LeBnnEFdbNjVZFlsjsRjJWNsRULFe,1318,2024-08-14 01:00:39.230000+00:00
txr_1JPNVzFCPJnn9IgILBvNhIGQ,cs_live_b1wJE1feXomfI7mXHzj6P8ffeYAOlS1OurA1LZxbdp2idx1WYiBeU98Jcn,2064,2024-08-14 01:02:58.696000+00:00
txr_1N7V5VFCPJnn9IgIUQNdkcxX,cs_live_b16YF5ztiu2r0lGzBOLGVMIUtamOD9lNeJPMlQ8ObQhIboGQ5rUX9ILsWX,3092,2024-08-14 00:51:24.149000+00:00
txr_1JUwnRFCPJnn9IgIOiIfrujL,cs_live_b1CztxV9pYWh4m8PaZe9bt2gxZlR1wGtSvVZNCAT6At0T4qz1OOlLhM59e,2882,2024-08-14 01:15:19.790000+00:00
txr_1N5zTMFCPJnn9IgISQBkMugR,cs_live_b1licHf6eUACnVWtd93vcl3E4LrjyJDVNA9BassQenRmTpW1le6MEUOSyH,4068,2024-08-14 00:51:24.152000+00:00
txr_1JPNgKFCPJnn9IgIZIUhwgUb,cs_live_b1VLTju2s8PFjxSB18AArRW91JvPkd3ffOCMVQaKhl8PArNlA16xSsPPD1,75,2024-08-14 01:02:22.742000+00:00
txr_1N5skfFCPJnn9IgIabyGuvt5,cs_live_b1XPLDWqtqFQhn5sn87pDqIBpTbIzgh8r0mQrrxpoLJGxPtJRL1Toc6KuT,0,2024-08-14 00:46:30.099000+00:00
txr_1JPLt5FCPJnn9IgIECyAjHw6,cs_live_a17OYTBIigZLzykWASCAItJz9So4djCAjhzyYE2TUK1kPDQyB1bWlugxNy,3795,2024-08-14 00:59:47.137000+00:00
txr_1JUwnQFCPJnn9IgI6H2drw45,cs_live_b1mesn5rjlySsCVU4CCsCO4Lc3oPQ3lTVLwLCIGdj7rGDUvCrDsJDZNFch,2004,2024-08-14 00:58:04.905000+00:00
txr_1N5w8yFCPJnn9IgIv8JEhYbk,cs_live_b1CMWn73qJXtUN1XE4yW3k31tE3qNdwwiQBKfTGCK45uHUUfyhd1Nu7BEQ,0,2024-08-14 00:55:06.837000+00:00
txr_1N6xCZFCPJnn9IgIdxaTQnQu,cs_live_b1Sbkj3PwrzwCKpa3BvdTPzl8a3H6GdqBQOBI4WKr4CGpfr1ghNsIvuzHP,907,2024-08-14 00:40:51.244000+00:00
txr_1N5sAvFCPJnn9IgIoO9nbXbv,cs_live_b1Z0Mnn0gdZWmjlxOHOu81Ec7iyrq9B2e8m8nby78H6fEEtNHNodxxOOaq,2070,2024-08-14 00:42:06.885000+00:00
txr_1JUwnSFCPJnn9IgIC1cRt06r,cs_live_b1CSvVeXxl8qFyuYtW97yPEa7UXP77JQfgicuMCYo12jSTMFgqtPlJvwik,0,2024-08-14 01:03:12.349000+00:00
txr_1N5sAvFCPJnn9IgIoO9nbXbv,cs_live_b1M4lWAGcLJCLj8Nu3AckmhE50c6F7P5XPeM3Mc5niqDvUYhJNeIzg5BCV,1500,2024-08-14 00:51:27.285000+00:00
txr_1N5zzgFCPJnn9IgI238LTfjJ,cs_live_a1MuclOzLZDheJ2tRAuepcNA58W0geeDSOJf1qZfDxNz6rnzn1gjtcG6Gw,4939,2024-08-14 00:50:44.150000+00:00
txr_1N72DSFCPJnn9IgIgyIJEjpb,cs_live_b1kT6tLQXUMksHePHp2QbsztaxIsMsLZhMZYmhHTtmaxQqOxdEWyi0PflE,1182,2024-08-14 00:44:09.186000+00:00
txr_1JUwnRFCPJnn9IgI4hUG7x4V,cs_live_b1qFjVlam3WtBlSoehdp9AzWmN6Ocn0Oe0iV2PHRxVyyaOAnjjlXc2jXm0,2303,2024-08-14 01:14:26.071000+00:00
txr_1JPP7qFCPJnn9IgIGZnSglno,cs_live_b1SfmCJ9S7F6gPycyviY7YkEi2na0dIcy4uA8SqenE14yxzExanTDlWR5E,1345,2024-08-14 01:03:26.872000+00:00
txr_1N7pe8FCPJnn9IgI1VZhMy5o,cs_live_b1U3P5qdVUyWut3kKm3mEhlFjSxVcup9dJ5fCmaNmHsYtatbsXUI6lEchF,0,2024-08-14 00:50:53.910000+00:00
txr_1N5w6iFCPJnn9IgII2QX6LxT,cs_live_b1tRZUCUEJ7xS4yQBffUw1pLXXMeDzq7qBjM1RwlfHr0J7GyDkNCgWvV3D,0,2024-08-14 00:54:13.417000+00:00
txr_1JPNe7FCPJnn9IgIG3EcYV9k,cs_live_b1eeHtER2BkxJiLUeGtAlE7aSMWmyZJorY7VF83NDMtloy547lVSGsGUg9,3001,2024-08-14 00:58:27.190000+00:00
txr_1N5oOqFCPJnn9IgIxGnfAIbU,cs_live_b1NQKZYawtzUD7izhuGYy3gMhFcacnS4YILDtmwEO88KSxfWfJaTUkwADU,0,2024-08-14 00:49:16.370000+00:00
txr_1NCXglFCPJnn9IgIgpMKzLm4,cs_live_a1eMIcvHee1FP2yGOPDccxQgVO1JVWPRcvekyIS0EP2NYVMVloiKODJmPt,2201,2024-08-14 00:53:57.205000+00:00
txr_1N5qlVFCPJnn9IgI8TkWvOcb,cs_live_b1sqSodBFnQGeEdFqhaCg9ENndwrVdFHBR1dbrd89rHgJOLF3flnRIDRGV,2046,2024-08-14 00:41:44.448000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1dW8yUerU7GlwiWpoMA8d6CT3lhI92OwnITTUrYB9A9v3KtSkrqJbZdry,2443,2024-08-14 01:15:39.865000+00:00
txr_1N74p0FCPJnn9IgINU0WPbbi,cs_live_b1qZhcZFM1blOYxsjfniou1EjjhYCLHDw8U9hWPccF8VtBUq4q7yXYJpSH,654,2024-08-14 00:48:33.605000+00:00
txr_1NGVVBFCPJnn9IgIyEnmYCxc,cs_live_b1tUNWqERHzFTWsuACPbIbxdrPLDNsYDT53kjiHs00jqCii9aNTqlXFfpT,335,2024-08-14 00:49:38.180000+00:00
txr_1JPOx6FCPJnn9IgIOeCi9Wb8,cs_live_b1JINZyXcI2sucZdJnhyl1A2AaqlOqLryjOt8MrGoR1kyLfW2gePgk0udv,2640,2024-08-14 01:15:19.789000+00:00
txr_1JUwoCFCPJnn9IgI2mw24Uq9,cs_live_b18uFjwzLkfwDpDQtEbXTkqllDyl3q9JKW9aelgvmPN227r5hk40floVEI,2423,2024-08-14 01:04:17.796000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1u67HgkPAmwHPHUdXuJmUM7gPeKd0m0QkzeA7OBYDjJAeb1S2HsyuXvm9,2838,2024-08-14 00:48:33.608000+00:00
txr_1N7oAoFCPJnn9IgI3yjBy3i9,cs_live_b1fikGL5k6rnVEF3SKJPSTnivp4C9iRBa140AXuyCluJtKxriz0OE1GZwP,654,2024-08-14 00:47:02.433000+00:00
txr_1N5uHDFCPJnn9IgI9yYdW519,cs_live_b1FC7N6A1Wq8MYVNMAkOtvU0J2NfGPRkS5aVzlnPm0wDGNcZgiX7yEPmDC,4620,2024-08-14 00:52:12.976000+00:00
txr_1JPO5qFCPJnn9IgIFBArXaKI,cs_live_b1PhVQtLCJoOfh8sxZLeb63j419B6iae5ib48citCZrkByGWak50YNzGuy,3053,2024-08-14 00:58:01.962000+00:00
txr_1N5zV3FCPJnn9IgIsTmHfNBA,cs_live_b15gEYWTIdEtkX4ulPBZFK9XT8H3FDKwzOf9QrxKAy7MI2ACgE94GOOMNN,1637,2024-08-14 00:51:56.324000+00:00
txr_1JPO8MFCPJnn9IgIDRrUJQtP,cs_live_b1iVPax8pawHs1fJTuXe7gcUxCyroHWAeZyqFxT1PEQqFedKzup2HIzsE0,1498,2024-08-14 01:10:41.871000+00:00
txr_1JUwnOFCPJnn9IgIkINSt5Mf,cs_live_b1IzegdbBfbqlxz9HpFqnZocRL1Wgmm799opjCXev4Ljf6jaGJj8oWZTB1,1688,2024-08-14 01:08:46.699000+00:00
txr_1N5uHDFCPJnn9IgI9yYdW519,cs_live_b1mmHeSGTcUbwz52lVmaKKiwTw0bu1aAjSg97PamZt609np9Br1z0MFi6k,1638,2024-08-14 00:51:43.778000+00:00
txr_1JPN31FCPJnn9IgIyGHhqDAB,cs_live_b1N70T69mCbb0fLpwzdIsvT0t3VHiC2QIKduIbVVqcf5zWvlHL6b9Vf1xx,1044,2024-08-14 01:11:54.514000+00:00
txr_1N73AOFCPJnn9IgIXb206qzi,cs_live_b1NuQE0h2ikLoPqOYPzP1Ao0hh2WJHy37ry9satcfNgjNNVmsRIvIImMNn,987,2024-08-14 00:49:22.728000+00:00
txr_1JPPASFCPJnn9IgIufFF5zkM,cs_live_b1KSPy1hQlYH1IaEVhv1ZLwxngYjagO713UoEc11frw1KocCn9WXKgvxWh,1642,2024-08-14 01:07:59.759000+00:00
txr_1JPNgKFCPJnn9IgIZIUhwgUb,cs_live_b1hE6s33nxb0DJZML0332afj5uRC7URMYUDYuHMBqwCmMLSyfaRotgupGy,2468,2024-08-14 01:06:44.239000+00:00
txr_1JPNfEFCPJnn9IgIf0ML52Qa,cs_live_b1zs1Qjt1AGerihaOUmbmpfzrmgdE7Ta3NaaRfhx4tVxeSW4vfrrMGfw5M,2649,2024-08-14 01:04:58.599000+00:00
txr_1N5xJFFCPJnn9IgIbit4G5Wy,cs_live_b1J0GCiu0nrFPujqgdeLFqbtcYDYCyNXRmcUy5BZo0NgorBAnFYJvbXru8,4653,2024-08-14 00:45:27.342000+00:00
txr_1JPNYRFCPJnn9IgI47BOJSQU,cs_live_b1sWBm4k8qNlhtwcpKijXRd4pOf3yWPvDUYZEHhPQFvjTB1N0XSkPMGUcu,1620,2024-08-14 01:04:48.125000+00:00
txr_1K2M8PFCPJnn9IgIFpishYuY,cs_live_b13XuAxtu2HRSjlPlGYSL4I6SwDpm24AWKmODkYNkRu0hKbZDQQ5SHDusn,693,2024-08-14 01:06:12.488000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b16V5Tpyk1mkWTx2hQ7nTWzC5HT1F9xfUnhGOsY45G9Wl2cJysR4TvPVjl,4125,2024-08-14 01:09:56.920000+00:00
txr_1N5tZZFCPJnn9IgI257hpdtT,cs_live_b1r7E0CYEPOkfKYbDcK2BAY6r9sBQt4gzV3IRlgDU2u60WwY6YhHMQ0O9M,1393,2024-08-14 00:47:35.395000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b1npukKjP82et8BJXrqhmceda7PBd3tpXKDnbqbIrBcBo6UarLPmPByIb4,2095,2024-08-14 01:07:59.754000+00:00
txr_1JPNq1FCPJnn9IgIcLamqI31,cs_live_b1sMkRIc6s9CxRqEUGQ0YNinVwpfqXKJD60XCnh0TkJY16hMu5DrFtbI3t,105,2024-08-14 01:04:21.392000+00:00
txr_1JPOJXFCPJnn9IgIwdR49WM7,cs_live_b1WNA6vtReiYY951k2iT4eAmiTdtoIudyhVHBPQSzHlPciSU7s8DIfGeUz,126,2024-08-14 01:15:43.392000+00:00
txr_1NFQgOFCPJnn9IgIn7dL6Ksw,cs_live_b1Am3WAGWeQDMXgJ3L4pttHN187btjCVYx9cHNEMhT7un8Onznnk376oqo,2212,2024-08-14 00:55:44.152000+00:00
txr_1N6dUOFCPJnn9IgIkCJN7O0T,cs_live_b1C2r27p48YILLlYNVNl9sr8Sv7X2QucW42tbOhADaSh3BRoIeIZOwmJoJ,0,2024-08-14 00:43:00.120000+00:00
txr_1N6Mm3FCPJnn9IgIFb2zE4kW,cs_live_a1daqdN4DBNEj08JAV2ogfZeWhoypKhRSvcf88vuuGOKMCDfNBHM9iQbm6,2800,2024-08-14 00:52:32.982000+00:00
txr_1JPNIWFCPJnn9IgIsVzClFgw,cs_live_b1qO0tWpeVNjYPY5IC03gwUiPmtL5czDMRrVOttQnNNTajueYZ9ps1ZXF4,1232,2024-08-14 01:18:06.510000+00:00
txr_1JUwncFCPJnn9IgIuisu9scK,cs_live_b1J5LBPOyPZRavAjcw2PtwneEpa8hkBG4rpWV97wF3UcvhwpiDwr0RR0pK,3678,2024-08-14 01:17:23.799000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1s4Nsc5o5ZtdTx6EBeZoCxxWF1cJqALXIvEzOJtMlFk4d2za91EjdL6SF,2443,2024-08-14 01:06:37.361000+00:00
txr_1JPNXVFCPJnn9IgI2MPebUfv,cs_live_b1bpW4eC22bdoW37siyzZvRAx79zgJc1eoPe5qAOJn0EQlXGlbuNALn0Mq,1318,2024-08-14 01:00:25.153000+00:00
txr_1N6HvYFCPJnn9IgIodoFTOlq,cs_live_b1vZxG1NoI5g21tsjZIqqsu1XUpt2idI6N6elZ4OCKGALKob4WgBKMibJF,3054,2024-08-14 00:47:35.396000+00:00
txr_1JPNz2FCPJnn9IgIU0YiP6Ll,cs_live_b1nkhafsbJvdxtggX5iEMWrtG9A4P2kXoKaDEFF4BtXpbVkSBrjsY1gRab,1681,2024-08-14 01:05:38.182000+00:00
txr_1N5qECFCPJnn9IgI6xI7IwlW,cs_live_b1cWJECTCUL4Qbh9yUKYJqLnR3iytko61Lp8erZ47qoJOcKupsD7TuKQRZ,2063,2024-08-14 00:48:04.597000+00:00
txr_1N90hbFCPJnn9IgIrGhDRhO7,cs_live_b1m4XNvEaYXcia8NLGYPFLoa8FaNssvM5zjARa2k9Idd6KWxXYruJM0fV0,3240,2024-08-14 00:54:40.293000+00:00
txr_1N5t4MFCPJnn9IgIY3oicm8k,cs_live_b1I80RkHleBD6ZEwVrG52pHAL2E0di9Jjrdl56l6OxbD4CLIYuxrUZZEUQ,4134,2024-08-14 00:41:03.858000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1Bje7igx3rIwO8aV0Co8bE3ZTWr8yI7CxjKPswaBA0hQnwTywdop8CooA,3622,2024-08-14 00:59:35.691000+00:00
txr_1N5qlXFCPJnn9IgIa2CTCqta,cs_live_b1BAXSeJeUNTC2f9cjiVw9tPm6Nrd7r6jJLSwII970vrCrbq4RnF51Atab,4050,2024-08-14 00:50:50.725000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1Ez3j2mbKjLrsSVWK8QBDWjtdLxxmINEtKVIgr49FfdwB6pIaVf4SUwsj,1394,2024-08-14 01:18:19.064000+00:00
txr_1P0oEAFCPJnn9IgIWynvao3K,cs_live_a1iWFb6JblLGkYk3opB3SHsiqd4rBszbva9gbNzTrzdCOG9iMZgzBCItuR,3923,2024-08-14 00:43:31.674000+00:00
txr_1JPOKoFCPJnn9IgIg1IamrnS,cs_live_a1CBHPxng228Jwo6u13Gr1QVBJTa4m9LoHN97v1DJkBwFfVgiytdwHxuB5,4290,2024-08-14 01:00:58.109000+00:00
txr_1JIuUmFCPJnn9IgITWdA9WaI,cs_live_b1N9MujDJLaxCqEKKvTYrWsEtHY8fYp1ed9IVnJ2Ep90uhwnL83YYQvz11,1972,2024-08-14 01:04:58.594000+00:00
txr_1JPNfqFCPJnn9IgIsuMsypy2,cs_live_b1RpdNumVrh1fqnZgsHONrfddQPKzKaEhANfN4LsRYznpJGYlmIvAeTBIi,3690,2024-08-14 01:14:11.250000+00:00
txr_1N8r6iFCPJnn9IgIqa7Zw13o,cs_live_b1Q6kD7Kh9FCEW3HRJHV2qElUsA2hmFnxGpWtv0aqSQdcfe901qz9XTznJ,2011,2024-08-14 00:41:38.413000+00:00
txr_1N6GwAFCPJnn9IgIozCOeNlq,cs_live_b1hcLuTUNSIDfvNAziFYCSSrwKTEAIM8Eag0MIEhFC1GRaVoFiYsnFexso,0,2024-08-14 00:42:06.882000+00:00
txr_1JPNaSFCPJnn9IgI8jo5sOyc,cs_live_b1CaDsDfQ4lakWkTQY1BWfkapRMpJkGRQsxhQqG7egfaY4IIhB6StHpPpF,2154,2024-08-14 01:02:15.815000+00:00
